# === Measurement Header ===
# Radar Frequency: 13GHz
# Site Name: fortress_h
# Radar Angle: 0
# Measurement ID: 1
# Polarization: v
# Timestamp: 2025-01-17T17:27:17.906588
# Device Number: 500230001
# Frontend Connected: 4262658049
# Firmware Version: 66821
# Firmware Revision: 129043
# Firmware Date: 420087783
# Min Frequency: 12500000
# Max Frequency: 14500000
# Signal Type: 3
# TX Channel Selection: 1
# RX Channel Selection: 15
# TX Power Setting: 15
# RX Power Setting: 0
# Ramp Init: 1000
# Ramp Time: 102400
# Ramp Reset: 27100
# Ramp Delay: 0
# Sensor temperature: {'FeSensor_1': 19, 'FeSensor_2': 95904, 'FeSensor_3': 19267, 'FeSensor_4': 1653}
# Radar Cube: 2
# Processing: 1
# Range Window Function: 2
# Min Range Bin: 0
# Max Range Bin: 1023
# Trigger Threshold: 90
# RX Channels: 15
# ==========================

# Comments: 
# ==========================

# Chirp Number: 1
# Timestamp: 2025-01-17T17:27:17.906628
332, 818, 920, -810
268, 786, 512, -1596
274, 766, -262, -1992
282, 716, -1146, -1888
368, 714, -2076, -1378
476, 694, -2874, -594
574, 680, -3426, 388
654, 658, -3770, 1600
668, 626, -3766, 2804
710, 586, -3350, 3862
716, 546, -2630, 4602
644, 520, -1620, 4936
602, 532, -484, 4792
586, 526, 560, 4262
554, 586, 1422, 3408
552, 636, 1964, 2394
594, 612, 2152, 1384
700, 610, 2086, 508
776, 612, 1716, -154
864, 556, 1114, -476
868, 454, 428, -516
840, 356, -164, -210
846, 304, -688, 372
812, 256, -926, 1024
798, 230, -868, 1592
736, 208, -610, 2090
648, 252, -210, 2352
586, 278, 392, 2318
546, 356, 1034, 2148
534, 422, 1562, 1760
586, 508, 1912, 1156
640, 592, 2090, 448
762, 620, 2088, -308
872, 626, 1844, -974
920, 588, 1362, -1450
940, 474, 722, -1612
962, 372, 36, -1544
950, 266, -670, -1224
998, 164, -1308, -714
984, 130, -1814, -50
860, 130, -2040, 690
770, 140, -1960, 1376
716, 210, -1736, 1946
686, 330, -1416, 2386
690, 412, -930, 2592
772, 450, -412, 2648
918, 464, 78, 2478
1030, 430, 410, 2132
1058, 386, 584, 1726
1112, 286, 636, 1392
1158, 122, 560, 1122
1158, -2, 370, 1022
1174, -78, 190, 1112
1024, -106, -32, 1308
876, -106, -156, 1568
782, -72, -132, 1826
676, 52, 26, 2056
666, 172, 270, 2304
736, 262, 588, 2394
858, 338, 968, 2296
962, 334, 1310, 2088
1076, 310, 1586, 1800
1182, 226, 1854, 1454
1292, 90, 2070, 1114
1364, -80, 2150, 788
1322, -272, 2138, 494
1104, -328, 1916, 268
878, -302, 1702, 28
726, -258, 1548, -114
624, -142, 1408, -184
570, 4, 1342, -208
572, 186, 1212, -224
616, 418, 1144, -242
762, 522, 1054, -226
1014, 526, 944, -268
1232, 450, 848, -306
1370, 300, 710, -318
1476, 112, 536, -246
1548, -82, 354, -172
1568, -218, 172, -76
1456, -354, 20, 116
1342, -484, -88, 312
1200, -590, -106, 518
1020, -590, -18, 696
876, -508, 130, 826
766, -396, 296, 926
686, -260, 470, 928
652, -118, 624, 844
672, -6, 824, 720
778, 84, 904, 502
918, 156, 900, 298
1034, 140, 782, 126
1106, 84, 550, 10
1162, -44, 334, -2
1194, -150, 98, 48
1248, -286, -188, 176
1206, -368, -432, 430
1032, -354, -600, 776
930, -340, -624, 1232
788, -250, -514, 1688
744, -114, -210, 2022
746, -6, 168, 2198
786, 98, 626, 2228
902, 176, 1086, 2076
1078, 226, 1568, 1746
1272, 232, 1874, 1282
1418, 64, 1990, 772
1562, -148, 2044, 320
1662, -380, 1982, -40
1644, -584, 1706, -266
1496, -718, 1320, -340
1318, -814, 910, -272
1072, -834, 550, -56
874, -760, 348, 258
740, -598, 276, 670
664, -420, 346, 1070
702, -220, 554, 1316
782, -96, 972, 1452
968, -36, 1562, 1436
1070, -22, 2064, 1198
1236, -108, 2564, 752
1438, -306, 3026, 146
1536, -538, 3184, -572
1534, -778, 3134, -1256
1384, -904, 2764, -1810
1140, -1078, 2196, -2242
878, -1152, 1520, -2516
646, -1110, 836, -2560
462, -954, 180, -2332
306, -756, -414, -1914
204, -526, -862, -1308
168, -284, -1092, -638
252, -68, -1108, -46
434, 108, -922, 486
592, 190, -590, 832
716, 176, -102, 956
940, 82, 402, 784
1154, -52, 818, 496
1284, -204, 1112, 28
1362, -410, 1208, -560
1316, -544, 1050, -994
1228, -672, 678, -1358
1060, -712, 104, -1478
910, -698, -546, -1314
798, -674, -1150, -1026
758, -626, -1610, -538
708, -562, -1932, 108
668, -444, -2000, 716
720, -388, -1934, 1314
804, -326, -1712, 1848
916, -292, -1326, 2294
1052, -338, -808, 2586
1164, -426, -156, 2684
1256, -612, 496, 2568
1232, -774, 1110, 2266
1138, -962, 1574, 1768
968, -1096, 1862, 1194
822, -1122, 1942, 636
722, -1042, 1810, 164
596, -954, 1422, -88
494, -834, 1024, -128
406, -738, 644, 14
402, -654, 356, 286
410, -596, 304, 674
420, -580, 420, 1066
466, -526, 720, 1414
578, -530, 1216, 1622
676, -582, 1790, 1652
676, -584, 2354, 1408
666, -628, 2914, 976
666, -660, 3506, 384
666, -720, 4022, -452
580, -804, 4342, -1412
530, -804, 4292, -2312
460, -810, 3926, -3144
434, -818, 3280, -3826
352, -756, 2428, -4234
284, -690, 1472, -4342
278, -622, 566, -4282
220, -552, -302, -4028
230, -500, -956, -3586
270, -398, -1450, -3102
326, -308, -1932, -2604
432, -310, -2214, -2018
550, -338, -2342, -1478
670, -406, -2400, -1032
706, -536, -2384, -616
712, -658, -2302, -310
708, -754, -2142, -88
632, -854, -1986, -40
550, -916, -1960, -10
462, -988, -2096, 8
318, -940, -2186, 82
214, -816, -2398, 308
144, -706, -2726, 660
100, -592, -2892, 1082
76, -500, -2918, 1572
114, -418, -2826, 2078
284, -362, -2640, 2614
458, -428, -2360, 3184
652, -624, -1942, 3730
760, -840, -1388, 4040
718, -1038, -752, 4222
570, -1180, -72, 4180
304, -1246, 768, 4040
10, -1280, 1634, 3858
-240, -1156, 2430, 3442
-404, -966, 3188, 2890
-574, -740, 3822, 2224
-562, -518, 4296, 1468
-500, -320, 4630, 660
-418, -172, 4732, -136
-260, -44, 4556, -894
-92, 62, 4286, -1546
122, 32, 3886, -2102
350, -34, 3384, -2558
548, -244, 2894, -2892
684, -484, 2442, -3142
646, -710, 1942, -3234
516, -894, 1520, -3070
274, -1020, 1258, -2840
22, -1032, 1054, -2716
-254, -968, 982, -2712
-460, -820, 930, -2858
-578, -524, 814, -3034
-602, -256, 568, -3284
-548, -20, 150, -3554
-368, 210, -384, -3724
-138, 320, -990, -3710
172, 346, -1710, -3614
534, 278, -2542, -3376
836, 76, -3156, -2836
1050, -214, -3754, -2192
1150, -620, -4362, -1438
1120, -1048, -4636, -564
886, -1408, -4804, 294
538, -1642, -4786, 1184
130, -1646, -4378, 1836
-308, -1518, -3906, 2396
-750, -1270, -3400, 2824
-1070, -912, -2756, 3070
-1202, -454, -2158, 3194
-1150, -14, -1658, 3164
-944, 330, -1238, 3000
-550, 548, -868, 2750
-54, 570, -642, 2462
410, 398, -536, 2400
790, 106, -466, 2382
978, -288, -402, 2434
984, -760, -336, 2630
814, -1124, -124, 2762
488, -1452, 252, 3018
